Stationscode,Stationsname,Stationsumgebung,Art der Station,Gemeinde,Jahr,NO2
DEHH070,Hamburg Max-Brauer-Allee II (Straße),städtisches Gebiet,Verkehr,Hamburg,2024,27
DEMV003,Neubrandenburg,städtisches Gebiet,Verkehr,Neubrandenburg,2024,kein Wert verfügbar
DEMV020,Rostock Am Strande,städtisches Gebiet,Verkehr,Rostock,2024,19
DEMV022,Rostock-Holbeinplatz,städtisches Gebiet,Verkehr,Rostock,2024,16
DEMV023,Schwerin-Obotritenring,städtisches Gebiet,Verkehr,Schwerin,2024,kein Wert verfügbar
DEMV025,Stralsund-Knieperdamm,städtisches Gebiet,Verkehr,Stralsund,2024,11
DEMV027,Wolgast-Oberwallstraße,städtisches Gebiet,Verkehr,Wolgast,2024,kein Wert verfügbar
DEMV058,Neubrandenburg Woldegker Straße,städtisches Gebiet,Verkehr,Neubrandenburg,2024,18
DEMV059,Schwerin Obotr. West,städtisches Gebiet,Verkehr,Schwerin,2024,15
DENI008,Braunschweig Verkehr_alt,städtisches Gebiet,Verkehr,Braunschweig,2024,kein Wert verfügbar
DENI048,Hannover Verkehr,städtisches Gebiet,Verkehr,Hannover,2024,26
DENI061,Hildesheim Kaiserstr.,städtisches Gebiet,Verkehr,Hildesheim,2024,kein Wert verfügbar
DENI066,Hildesheim Verkehr,städtisches Gebiet,Verkehr,Hildesheim,2024,26
DENI067,Osnabrück-Verkehr,städtisches Gebiet,Verkehr,Osnabrück,2024,27
DENI068,Göttingen-Verkehr,städtisches Gebiet,Verkehr,Göttingen,2024,21
DENI071,Barbis-Verkehr,vorstädtisches Gebiet,Verkehr,Bad Lauterberg im Harz,2024,kein Wert verfügbar
DENI074,Hameln-Verkehr,städtisches Gebiet,Verkehr,Hameln,2024,27
DENI075,Braunschweig-Verkehr,städtisches Gebiet,Verkehr,Braunschweig,2024,19
DENI143,Oldenburg Heiligengeistwall,städtisches Gebiet,Verkehr,Oldenburg (Oldb),2024,28
DENI146,Osnabrück Neuer Graben,städtisches Gebiet,Verkehr,Osnabrück,2024,28
DENI149,Hannover Bornumer Straße,städtisches Gebiet,Verkehr,Hannover,2024,kein Wert verfügbar
DENI150,Hannover Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Hannover,2024,29
DENI151,Hannover Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Hannover,2024,kein Wert verfügbar
DENI152,Hannover Marienstraße,städtisches Gebiet,Verkehr,Hannover,2024,29
DENI153,Hannover Vahrenwalder Straße,städtisches Gebiet,Verkehr,Hannover,2024,kein Wert verfügbar
DENI157,Wolfsburg Heßlinger Straße,städtisches Gebiet,Verkehr,Wolfsburg,2024,20
DENI160,Braunschweig Hildesheimer Straße,städtisches Gebiet,Verkehr,Braunschweig,2024,kein Wert verfügbar
DENI174,"Hannover Bornumer Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2024,kein Wert verfügbar
DENI175,"Hannover Göttinger Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2024,24
DENI176,"Hannover Friedrich-Ebert-Straße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2024,kein Wert verfügbar
DENI178,"Hannover Marienstraße, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2024,21
DENI179,"Oldenburg Heiligengeistwall, wohngebäudenah",städtisches Gebiet,Verkehr,Oldenburg (Oldb),2024,kein Wert verfügbar
DENI180,"Osnabrück Neuer Graben, wohngebäudenah",städtisches Gebiet,Verkehr,Osnabrück,2024,kein Wert verfügbar
DENI181,"Hannover Friedrich-Ebert-Straße 37/39, wohngebäudenah",städtisches Gebiet,Verkehr,Hannover,2024,26
DENW043,Essen-Ost Steeler Straße,städtisches Gebiet,Verkehr,Essen,2024,22
DENW082,Düsseldorf Corneliusstraße,städtisches Gebiet,Verkehr,Düsseldorf,2024,32
DENW100,Mönchengladbach Düsseldorfer Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2024,kein Wert verfügbar
DENW101,Dortmund Steinstraße,städtisches Gebiet,Verkehr,Dortmund,2024,kein Wert verfügbar
DENW112,Duisburg Kardinal-Galen-Straße,städtisches Gebiet,Verkehr,Duisburg,2024,23
DENW133,Hagen Graf-von-Galen-Ring,städtisches Gebiet,Verkehr,Hagen,2024,27
DENW134,Essen Gladbecker Straße,städtisches Gebiet,Verkehr,Essen,2024,27
DENW136,Dortmund Brackeler Straße,städtisches Gebiet,Verkehr,Dortmund,2024,31
DENW137,Hagen Wehringhauser Straße ,städtisches Gebiet,Verkehr,Hagen,2024,kein Wert verfügbar
DENW148,Köln Justinianstraße,städtisches Gebiet,Verkehr,Köln,2024,30
DENW151,Köln Neumarkt,städtisches Gebiet,Verkehr,Köln,2024,28
DENW157,Paderborn Bahnhofstraße,städtisches Gebiet,Verkehr,Paderborn,2024,27
DENW158,Paderborn Friedrichstraße 29,städtisches Gebiet,Verkehr,Paderborn,2024,25
DENW161,Essen Alfredstraße 9/11,städtisches Gebiet,Verkehr,Essen,2024,29
DENW162,Essen Brückstraße,städtisches Gebiet,Verkehr,Essen,2024,27
DENW165,Mönchengladbach Aachener Straße 426/428,städtisches Gebiet,Verkehr,Mönchengladbach,2024,24
DENW166,Remscheid Freiheitstraße,städtisches Gebiet,Verkehr,Remscheid,2024,kein Wert verfügbar
DENW171,Essen Hombrucher Straße 21,städtisches Gebiet,Verkehr,Essen,2024,24
DENW172,Neuss Friedrichstraße 29,städtisches Gebiet,Verkehr,Neuss,2024,25
DENW175,Bonn Reuterstraße,städtisches Gebiet,Verkehr,Bonn,2024,24
DENW176,Bonn Bornheimer Straße 35a,städtisches Gebiet,Verkehr,Bonn,2024,kein Wert verfügbar
DENW178,Aachen Adalbertsteinweg,städtisches Gebiet,Verkehr,Aachen,2024,25
DENW184,Dortmund B1 Westfalendamm,städtisches Gebiet,Verkehr,Dortmund,2024,25
DENW185,Dortmund B1 Rheinlanddamm,städtisches Gebiet,Verkehr,Dortmund,2024,25
DENW187,Mülheim Aktienstraße,städtisches Gebiet,Verkehr,Mülheim an der Ruhr,2024,29
DENW188,Oberhausen Mülheimer Straße 117,städtisches Gebiet,Verkehr,Oberhausen,2024,32
DENW189,Wuppertal Gathe,städtisches Gebiet,Verkehr,Wuppertal,2024,33
DENW195,Hamm Münsterstraße,städtisches Gebiet,Verkehr,Hamm,2024,kein Wert verfügbar
DENW200,Bielefeld Detmolder Straße,städtisches Gebiet,Verkehr,Bielefeld,2024,20
DENW203,Herne Recklinghauser Straße,städtisches Gebiet,Verkehr,Herne,2024,kein Wert verfügbar
DENW206,Solingen Konrad-Adenauer-Straße,städtisches Gebiet,Verkehr,Solingen,2024,kein Wert verfügbar
DENW207,Aachen Wilhelmstraße,städtisches Gebiet,Verkehr,Aachen,2024,24
DENW208,Gelsenkirchen Kurt-Schumacher-Straße,städtisches Gebiet,Verkehr,Gelsenkirchen,2024,30
DENW209,Oberhausen Mülheimer Straße 116,städtisches Gebiet,Verkehr,Oberhausen,2024,31
DENW210,Erwitte Soester Straße 9A,städtisches Gebiet,Verkehr,Erwitte,2024,kein Wert verfügbar
DENW211,Köln Clevischer Ring,städtisches Gebiet,Verkehr,Köln,2024,29
DENW212,Köln Turiner Straße,städtisches Gebiet,Verkehr,Köln,2024,26
DENW213,Overath Hauptstraße 55,städtisches Gebiet,Verkehr,Overath,2024,27
DENW215,Essen-Frohnhausen,städtisches Gebiet,Verkehr,Essen,2024,33
DENW216,Düsseldorf-Bilk,städtisches Gebiet,Verkehr,Düsseldorf,2024,34
DENW219,Köln-Weiden,städtisches Gebiet,Verkehr,Köln,2024,27
DENW222,Halle (Westfalen) Lange Straße,städtisches Gebiet,Verkehr,Halle (Westf.),2024,kein Wert verfügbar
DENW225,Gevelsberg Hagener Straße,städtisches Gebiet,Verkehr,Gevelsberg,2024,kein Wert verfügbar
DENW228,Bielefeld Stapenhorststraße 42,städtisches Gebiet,Verkehr,Bielefeld,2024,21
DENW230,Bönen Bönener Straße,städtisches Gebiet,Verkehr,Bönen,2024,kein Wert verfügbar
DENW232,Langenfeld Schneiderstraße,städtisches Gebiet,Verkehr,Langenfeld (Rhld.),2024,kein Wert verfügbar
DENW239,Witten-Zentrum,städtisches Gebiet,Verkehr,Witten,2024,kein Wert verfügbar
DENW249,Köln-Junkersdorf Statthalterhofweg 70,städtisches Gebiet,Verkehr,Köln,2024,kein Wert verfügbar
DENW251,Krefeld Kölner Straße 209,städtisches Gebiet,Verkehr,Krefeld,2024,kein Wert verfügbar
DENW252,Krefeld Oranierring,städtisches Gebiet,Verkehr,Krefeld,2024,27
DENW253,Duisburg Friedrich-Ebert-Straße 30,städtisches Gebiet,Verkehr,Duisburg,2024,kein Wert verfügbar
DENW255,Hagen Enneper Straße,städtisches Gebiet,Verkehr,Hagen,2024,kein Wert verfügbar
DENW259,Mönchengladbach Friedrich-Ebert-Straße,städtisches Gebiet,Verkehr,Mönchengladbach,2024,18
DENW260,Münster Weseler Straße,städtisches Gebiet,Verkehr,Münster,2024,19
DENW262,Dinslaken Hans-Böckler-Straße 9,städtisches Gebiet,Verkehr,Dinslaken,2024,kein Wert verfügbar
DENW266,Düren Euskirchener Straße,städtisches Gebiet,Verkehr,Düren,2024,kein Wert verfügbar
DENW267,Hürth Luxemburger Straße 344,städtisches Gebiet,Verkehr,Hürth,2024,19
DENW268,Münster Steinfurter Straße 11,städtisches Gebiet,Verkehr,Münster,2024,kein Wert verfügbar
DENW269,Münster Bült,städtisches Gebiet,Verkehr,Münster,2024,kein Wert verfügbar
DENW272,Siegen Frankfurter Straße,städtisches Gebiet,Verkehr,Siegen,2024,kein Wert verfügbar
DENW275,Dinslaken Hünxer Straße,städtisches Gebiet,Verkehr,Dinslaken,2024,kein Wert verfügbar
DENW277,Essen Krayer Straße 213,städtisches Gebiet,Verkehr,Essen,2024,28
DENW278,Gladbeck Grabenstraße 46,städtisches Gebiet,Verkehr,Gladbeck,2024,24
DENW279,Recklinghausen Kaiserwall,städtisches Gebiet,Verkehr,Recklinghausen,2024,kein Wert verfügbar
DENW281,Hagen Märkischer Ring 85,städtisches Gebiet,Verkehr,Hagen,2024,32
DENW287,Eschweiler Indestraße,städtisches Gebiet,Verkehr,Eschweiler,2024,26
DENW289,Neuss Krefelder Straße,städtisches Gebiet,Verkehr,Neuss,2024,28
DENW290,Neuss Batteriestraße,städtisches Gebiet,Verkehr,Neuss,2024,29
DENW291,Mettmann Breite Straße 10,städtisches Gebiet,Verkehr,Mettmann,2024,kein Wert verfügbar
DENW293,Dinslaken Wilhelm-Lantermann-Straße 33,städtisches Gebiet,Verkehr,Dinslaken,2024,kein Wert verfügbar
DENW294,Emmerich-Elten Schmidtstraße 3,städtisches Gebiet,Verkehr,Emmerich am Rhein,2024,kein Wert verfügbar
DENW296,Recklinghausen Bochumer Straße,städtisches Gebiet,Verkehr,Recklinghausen,2024,27
DENW297,Köln-Meschenich Brühler Landstraße,vorstädtisches Gebiet,Verkehr,Köln,2024,22
DENW299,Gladbeck Grabenstraße 42,städtisches Gebiet,Verkehr,Gladbeck,2024,kein Wert verfügbar
DENW303,Köln Dellbrücker Hauptstraße,städtisches Gebiet,Verkehr,Köln,2024,23
DENW305,Mülheim Kölner Straße (B1),vorstädtisches Gebiet,Verkehr,Mülheim an der Ruhr,2024,kein Wert verfügbar
DENW331,Bochum Herner Straße 385,städtisches Gebiet,Verkehr,Bochum,2024,28
DENW332,Köln Hauptstraße,städtisches Gebiet,Verkehr,Köln,2024,27
DENW334,Kamen Bahnhofstraße 21,städtisches Gebiet,Verkehr,Kamen,2024,kein Wert verfügbar
DENW335,Meerbusch Meerbuscher Straße,städtisches Gebiet,Verkehr,Meerbusch,2024,kein Wert verfügbar
DENW336,Köln Luxemburger Straße,städtisches Gebiet,Verkehr,Köln,2024,29
DENW340,Düsseldorf Ludenberger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2024,30
DENW351,Gelsenkirchen Grothusstraße,städtisches Gebiet,Verkehr,Gelsenkirchen,2024,kein Wert verfügbar
DENW353,Köln Lindweilerweg 144,städtisches Gebiet,Verkehr,Köln,2024,24
DENW354,Düsseldorf Südring,städtisches Gebiet,Verkehr,Düsseldorf,2024,24
DENW355,Leverkusen Gustav-Heinemann-Straße,städtisches Gebiet,Verkehr,Leverkusen,2024,28
DENW356,Lüdenscheid Lennestraße,städtisches Gebiet,Verkehr,Lüdenscheid,2024,24
DENW358,Köln Bergisch Gladbacher Straße,städtisches Gebiet,Verkehr,Köln,2024,24
DENW360,Siegen Sandstraße 15,städtisches Gebiet,Verkehr,Siegen,2024,kein Wert verfügbar
DENW361,Bielefeld-Innenstadt,städtisches Gebiet,Verkehr,Bielefeld,2024,kein Wert verfügbar
DENW363,Paderborn-Schloss Neuhaus,städtisches Gebiet,Verkehr,Paderborn,2024,25
DENW364,Bottrop Peterstraße 9,städtisches Gebiet,Verkehr,Bottrop,2024,kein Wert verfügbar
DENW365,Schwerte Hörder Straße 13,städtisches Gebiet,Verkehr,Schwerte,2024,kein Wert verfügbar
DENW367,Gladbeck Goethestraße,städtisches Gebiet,Verkehr,Gladbeck,2024,kein Wert verfügbar
DENW368,Düsseldorf Burgunderstraße,städtisches Gebiet,Verkehr,Düsseldorf,2024,27
DENW369,Herne Recklinghauser Straße 4/6,städtisches Gebiet,Verkehr,Herne,2024,28
DENW370,Düsseldorf Südring 110,städtisches Gebiet,Verkehr,Düsseldorf,2024,kein Wert verfügbar
DENW371,Aachen-Haaren,städtisches Gebiet,Verkehr,Aachen,2024,29
DENW373,Essen Abteistraße,städtisches Gebiet,Verkehr,Essen,2024,26
DENW376,Duisburg Friedrich-Wilhelm-Straße 25,städtisches Gebiet,Verkehr,Duisburg,2024,26
DENW377,Duisburg Meiderich Bahnhofstraße,städtisches Gebiet,Verkehr,Duisburg,2024,26
DENW379,Essen Hombrucher Straße 31,städtisches Gebiet,Verkehr,Essen,2024,kein Wert verfügbar
DENW383,Bielefeld Herforder Straße,städtisches Gebiet,Verkehr,Bielefeld,2024,kein Wert verfügbar
DENW384,Bochum Dorstener Straße,städtisches Gebiet,Verkehr,Bochum,2024,25
DENW385,Düsseldorf Bernburger Straße,städtisches Gebiet,Verkehr,Düsseldorf,2024,30
DENW393,Düsseldorf Kaiserstraße 31,städtisches Gebiet,Verkehr,Düsseldorf,2024,29
DENW399,Essen Kruppstraße 117,städtisches Gebiet,Verkehr,Essen,2024,39
DENW400,Köln Hahnenstraße 45,städtisches Gebiet,Verkehr,Köln,2024,28
DENW401,Köln Luxemburger Straße 78,städtisches Gebiet,Verkehr,Köln,2024,27
DENW403,Hagen Eckeseyer Str. 7,städtisches Gebiet,Verkehr,Hagen,2024,27
DENW404,Hagen Bergischer Ring 32,städtisches Gebiet,Verkehr,Hagen,2024,23
DENW406,Bochum Dorstener Straße 229,städtisches Gebiet,Verkehr,Bochum,2024,25
DENW407,Bochum Herner Straße 226,städtisches Gebiet,Verkehr,Bochum,2024,23
DENW408,Dortmund Mallinckrodtstraße 192,städtisches Gebiet,Verkehr,Dortmund,2024,31
DENW409,Dortmund Märkische Straße 57,städtisches Gebiet,Verkehr,Dortmund,2024,26
DENW410,Dortmund Ruhrallee 61,städtisches Gebiet,Verkehr,Dortmund,2024,29
DENW411,Dortmund Borsigstraße 53,städtisches Gebiet,Verkehr,Dortmund,2024,35
DENW412,Bielefeld August-Bebel-Straße 79,städtisches Gebiet,Verkehr,Bielefeld,2024,20
DENW413,Bielefeld Kreuzstraße 7,städtisches Gebiet,Verkehr,Bielefeld,2024,27
DENW414,Bielefeld Stapenhorststraße 14,städtisches Gebiet,Verkehr,Bielefeld,2024,24
DENW415,Oberhausen Duisburger Straße,städtisches Gebiet,Verkehr,Oberhausen,2024,26
DENW416,Duisburg Moerser Straße 245,städtisches Gebiet,Verkehr,Duisburg,2024,24
DENW417,Köln Subbelrather Straße 262,städtisches Gebiet,Verkehr,Köln,2024,27
DENW418,Duisburg Asterlager Straße 122,städtisches Gebiet,Verkehr,Duisburg,2024,kein Wert verfügbar
DENW419,Düsseldorf Herzogstraße 37,städtisches Gebiet,Verkehr,Düsseldorf,2024,33
DENW420,Düsseldorf Südring 51,städtisches Gebiet,Verkehr,Düsseldorf,2024,33
DENW421,Düsseldorf Uerdinger Straße 108,städtisches Gebiet,Verkehr,Düsseldorf,2024,31
DENW422,Köln Aachener Straße 491,städtisches Gebiet,Verkehr,Köln,2024,24
DENW423,Duisburg Karl-Jarres-Straße 69,städtisches Gebiet,Verkehr,Duisburg,2024,26
DENW427,Essen Altenessener Straße 255,städtisches Gebiet,Verkehr,Essen,2024,34
DENW428,Duisburg Duisburger Straße 66,städtisches Gebiet,Verkehr,Duisburg,2024,28
DENW429,Bielefeld-Mitte,städtisches Gebiet,Verkehr,Bielefeld,2024,22
DENW430,Düsseldorf Merowingerstraße,städtisches Gebiet,Verkehr,Düsseldorf,2024,32
DENW436,Düren Euskirchener Straße 18/20,städtisches Gebiet,Verkehr,Düren,2024,24
DENW438,Dortmund Bärenbruch,städtisches Gebiet,Verkehr,Dortmund,2024,kein Wert verfügbar
DENW439,Dortmund Bornstraße,städtisches Gebiet,Verkehr,Dortmund,2024,kein Wert verfügbar
DERP010,Mainz-Parcusstraße,städtisches Gebiet,Verkehr,Mainz,2024,29
DERP011,Mainz-Rheinallee,städtisches Gebiet,Verkehr,Mainz,2024,23
DERP012,Mainz-Große Langgasse,städtisches Gebiet,Verkehr,Mainz,2024,25
DERP020,Trier-Ostallee,städtisches Gebiet,Verkehr,Trier,2024,18
DERP023,Worms-Hagenstraße,städtisches Gebiet,Verkehr,Worms,2024,17
DERP024,Koblenz-Friedrich-Ebert-Ring,städtisches Gebiet,Verkehr,Koblenz,2024,21
DERP026,Frankenthal-Europaring,städtisches Gebiet,Verkehr,Frankenthal (Pfalz),2024,20
DERP036,Trier Kaiserstraße,städtisches Gebiet,Verkehr,Trier,2024,24
DERP041,Ludwigshafen-Heinigstraße,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2024,27
DERP045,Koblenz-Hohenfelder Straße,städtisches Gebiet,Verkehr,Koblenz,2024,24
DERP046,Neuwied-Hermannstraße,städtisches Gebiet,Verkehr,Neuwied,2024,18
DERP052,Mayen,städtisches Gebiet,Verkehr,Mayen,2024,18
DERP067,Koblenz-Bahnhofstr.,städtisches Gebiet,Verkehr,Koblenz,2024,27
DERP068,Koblenz-Hohenzollernstr.,städtisches Gebiet,Verkehr,Koblenz,2024,26
DERP070,Koblenz-Trierer Str.,städtisches Gebiet,Verkehr,Koblenz,2024,20
DERP071,Koblenz-Rübenach,städtisches Gebiet,Verkehr,Koblenz,2024,16
DERP072,Ludwigshafen-Heinigstr./Wredestr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2024,24
DERP073,Ludwigshafen-Kaiser-Wilhelmstr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2024,31
DERP074,Ludwigshafen-Heinigstr./Dörrhorststr.,städtisches Gebiet,Verkehr,Ludwigshafen am Rhein,2024,29
DERP075,Speyer-Bahnhofstraße,städtisches Gebiet,Verkehr,Speyer,2024,19
DERP079,Mainz-Kaiserstr./Rheinallee,städtisches Gebiet,Verkehr,Mainz,2024,28
DERP080,Mainz-Leibnizstr.,städtisches Gebiet,Verkehr,Mainz,2024,20
DERP081,Mainz-Boppstr.,städtisches Gebiet,Verkehr,Mainz,2024,24
DERP082,Mainz-Binger Str.,städtisches Gebiet,Verkehr,Mainz,2024,28
DERP083,Mainz-Bahnhofstr.,städtisches Gebiet,Verkehr,Mainz,2024,29
DERP084,Mainz-Hintere Bleiche,städtisches Gebiet,Verkehr,Mainz,2024,kein Wert verfügbar
DERP085,Mainz-Neubrunnenplatz,städtisches Gebiet,Verkehr,Mainz,2024,29
DERP086,Mainz-Große Bleiche,städtisches Gebiet,Verkehr,Mainz,2024,25
DERP087,Mainz-Bauhofstr. (FM),städtisches Gebiet,Verkehr,Mainz,2024,21
DERP089,Mainz-Große Bleiche (Landtag),städtisches Gebiet,Verkehr,Mainz,2024,25
DERP090,Mainz-Feldbergplatz,städtisches Gebiet,Verkehr,Mainz,2024,20
DERP092,Mainz-Rheinallee/Parkh.,städtisches Gebiet,Verkehr,Mainz,2024,24
DERP094,Mainz-Rheinstraße 24,städtisches Gebiet,Verkehr,Mainz,2024,30
DERP095,Mainz-Rheinallee (Stadtbibliothek),städtisches Gebiet,Verkehr,Mainz,2024,31
DERP096,Mainz-Rheinstr. (DB Cargo),städtisches Gebiet,Verkehr,Mainz,2024,28
DERP097,Mainz-Windmühlenstr.,städtisches Gebiet,Verkehr,Mainz,2024,20
DERP098,Mainz-Fichteplatz,städtisches Gebiet,Verkehr,Mainz,2024,23
DERP099,Mainz-Schillerstr.,städtisches Gebiet,Verkehr,Mainz,2024,24
DERP100,Mainz-Rheinallee (LfU),städtisches Gebiet,Verkehr,Mainz,2024,30
DERP101,Mainz-Rheinstr. (Stadtmauer),städtisches Gebiet,Verkehr,Mainz,2024,28
DERP102,Mainz-Rheinstr. (Rheingoldhalle),städtisches Gebiet,Verkehr,Mainz,2024,28
DERP103,Wörth-Maximiliansau (B10),vorstädtisches Gebiet,Verkehr,Wörth am Rhein,2024,kein Wert verfügbar
DERP105,Wörth-Maximiliansau (Rheinstr.),städtisches Gebiet,Verkehr,Wörth am Rhein,2024,kein Wert verfügbar
DERP106,Koblenz-Charlottenstr.,städtisches Gebiet,Verkehr,Koblenz,2024,25
DERP107,Mainz-Rheinstr./Dagobertstr.,städtisches Gebiet,Verkehr,Mainz,2024,29
DESH022,Flensburg,städtisches Gebiet,Verkehr,Flensburg,2024,21
DESH025,Itzehoe Lindenstr.,städtisches Gebiet,Verkehr,Itzehoe,2024,22
DESH027,Kiel-Bahnhofstr. Verk.,städtisches Gebiet,Verkehr,Kiel,2024,24
DESH028,Ratzeburg,städtisches Gebiet,Verkehr,Ratzeburg,2024,kein Wert verfügbar
DESH030,Norderstedt,städtisches Gebiet,Verkehr,Norderstedt,2024,24
DESH052,Kiel-Theodor-Heuss-Ring,städtisches Gebiet,Verkehr,Kiel,2024,30
DESH053,Lübeck Moislinger Allee,städtisches Gebiet,Verkehr,Lübeck,2024,18
DESH059,Elmshorn-Holstenstraße,städtisches Gebiet,Verkehr,Elmshorn,2024,23
DESH060,Rendsburg-Materialhofstraße,städtisches Gebiet,Verkehr,Rendsburg,2024,26
DESH063,Neumünster-Feldstraße,städtisches Gebiet,Verkehr,Neumünster,2024,23
DESL020,Saarbrücken-Verkehr,städtisches Gebiet,Verkehr,Saarbrücken,2024,21
DESL030,Ottweiler,städtisches Gebiet,Verkehr,Ottweiler,2024,17
DESN006,Borna,städtisches Gebiet,Verkehr,Borna,2024,11
DESN020,Görlitz,städtisches Gebiet,Verkehr,Görlitz,2024,17
DESN025,Leipzig-Mitte,städtisches Gebiet,Verkehr,Leipzig,2024,21
DESN061,Dresden-Nord,städtisches Gebiet,Verkehr,Dresden,2024,18
DESN075,Plauen-Süd,städtisches Gebiet,Verkehr,Plauen,2024,14
DESN077,Leipzig Lützner Str. ,städtisches Gebiet,Verkehr,Leipzig,2024,19
DESN083,Chemnitz-Leipziger Str.,städtisches Gebiet,Verkehr,Chemnitz,2024,21
DESN084,Dresden-Bergstr.,städtisches Gebiet,Verkehr,Dresden,2024,25
DESN091,Zwickau-Werdauer Str.,städtisches Gebiet,Verkehr,Zwickau,2024,15
DEST075,Halle/Merseburger Strasse,städtisches Gebiet,Verkehr,Halle (Saale),2024,kein Wert verfügbar
DEST091,Dessau Albrechtsplatz,städtisches Gebiet,Verkehr,Dessau-Roßlau,2024,kein Wert verfügbar
DEST092,Wittenberg/Dessauer Strasse,städtisches Gebiet,Verkehr,Wittenberg,2024,16
DEST095,Aschersleben,städtisches Gebiet,Verkehr,Aschersleben,2024,16
DEST101,Halberstadt/Friedenstrasse,städtisches Gebiet,Verkehr,Halberstadt,2024,20
DEST102,Halle/Paracelsusstr.,städtisches Gebiet,Verkehr,Halle (Saale),2024,24
DEST103,Magdeburg Schleinufer,städtisches Gebiet,Verkehr,Magdeburg,2024,21
DEST108,Weißenfels/Am Krug,städtisches Gebiet,Verkehr,Weißenfels,2024,10
DEST112,Magdeburg/Guericke-Stra.,städtisches Gebiet,Verkehr,Magdeburg,2024,17
DEST133,Halle/Riebeckplatz,städtisches Gebiet,Verkehr,Halle (Saale),2024,14
DEST134,Dessau/Roßlau,städtisches Gebiet,Verkehr,Dessau-Roßlau,2024,9
DEST144,Magdeburg City-Tunnel,städtisches Gebiet,Verkehr,Magdeburg,2024,23
DETH043,Erfurt Bergstr.,städtisches Gebiet,Verkehr,Erfurt,2024,20
DETH072,Suhl F.-König-Str,städtisches Gebiet,Verkehr,Suhl,2024,14
DETH075,Jena Westbahnhofstr.,städtisches Gebiet,Verkehr,Jena,2024,21
DETH081,Erfurt Heinrichstr,städtisches Gebiet,Verkehr,Erfurt,2024,18
DETH082,Jena Camburger Str.,städtisches Gebiet,Verkehr,Jena,2024,kein Wert verfügbar
DETH083,Weimar Steubenstr.,städtisches Gebiet,Verkehr,Weimar,2024,15
DETH091,Mühlhausen Wanfrieder Str,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2024,14
DETH094,Mühlhausen Kiliansgr.,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2024,kein Wert verfügbar
DETH097,Gera Str.des Friedens,städtisches Gebiet,Verkehr,Gera,2024,24
DETH098,Gera Theaterstr. PS,städtisches Gebiet,Verkehr,Gera,2024,24
DETH099,Erfurt Walkmühlstr.,städtisches Gebiet,Verkehr,Erfurt,2024,kein Wert verfügbar
DETH100,Mühlhausen Petristeinweg,städtisches Gebiet,Verkehr,Mühlhausen/Thüringen,2024,26
DETH101,Weimar Jenaer Str.,städtisches Gebiet,Verkehr,Weimar,2024,21
DETH102,Suhl Dr.Th.-Neubauer-Str.,städtisches Gebiet,Verkehr,Suhl,2024,19
DETH128,Saalfeld Friedens,städtisches Gebiet,Verkehr,Saalfeld/Saale,2024,26
DETH131,Nordhausen Grimmelallee,städtisches Gebiet,Verkehr,Nordhausen,2024,kein Wert verfügbar
